rtime,src,dst,sp,dp,size,tag
1375315,53,51,14985,63362,10163287,224
1375358,52,51,14985,63362,10168557,224
1375377,22,21,37333,3517,17357330,231
1375414,53,52,14985,63362,10149367,224
1375429,32,33,15620,24145,16370168,236
1375441,52,53,14985,63362,10162272,224
1375456,23,21,37333,3517,17371912,231
1375553,51,53,14985,63362,10169488,224
1375573,32,33,15620,24145,16382302,236
1375641,52,51,14985,63362,10160199,224
1375643,51,52,14985,63362,10156052,224
1375658,53,51,14985,63362,10142876,224
1375668,21,23,37333,3517,17367179,231
1375717,32,33,15620,24145,16383308,236
1375753,22,21,37333,3517,17374326,231
1375835,13,11,23253,29197,18045286,225
1375837,52,51,14985,63362,10166802,224
1376032,51,52,14985,63362,10143237,224
1376177,23,22,37333,3517,17360079,231
1376178,51,52,14985,63362,10170876,224
1376206,21,22,37333,3517,17356771,231
1376227,23,21,37333,3517,17373380,231
1376377,21,22,37333,3517,17356165,231
1376587,31,32,15620,24145,20827394,236
1376658,51,53,14985,63362,10156196,224
1376679,52,53,14985,63362,10148913,224
1376765,31,32,15620,24145,20824070,236
1376782,53,51,14985,63362,10152030,224
1376791,52,51,14985,63362,10160963,224
1376849,21,22,37333,3517,17362804,231
1376862,51,53,14985,63362,10164023,224
1376875,23,22,37333,3517,17338267,231
1377012,53,52,14985,63362,10148801,224
1377015,53,51,14985,63362,10164654,224
1377035,51,52,14985,63362,10160903,224
1377054,52,53,14985,63362,10150242,224
1377064,23,22,37333,3517,17349541,231
1377081,51,53,14985,63362,10163045,224
1377144,31,32,15620,24145,20809228,236
1377153,52,51,14985,63362,10159732,224
1377188,53,52,14985,63362,10164019,224
1377248,12,11,23253,29197,17956792,225
1377290,52,51,14985,63362,10167914,224
1377330,31,32,15620,24145,20828552,236
1377336,51,52,14985,63362,10158260,224
1377343,51,53,14985,63362,10150393,224
1377355,52,53,14985,63362,10159854,224
1377436,53,51,14985,63362,10153828,224
1377521,53,52,14985,63362,10167962,224
1377552,53,51,14985,63362,10142849,224
1377577,52,53,14985,63362,10161131,224
1377695,52,51,14985,63362,10153710,224
1377717,53,52,14985,63362,10164685,224
1377832,33,32,15620,24145,16360374,236
1377980,33,32,15620,24145,16383022,236
1377992,51,52,14985,63362,10159591,224
1378081,51,52,14985,63362,10162470,224
1378135,33,32,15620,24145,16358904,236
1378250,51,53,14985,63362,10151257,224
1378254,52,53,14985,63362,10166937,224
1378486,52,53,14985,63362,10147542,224
1378490,53,51,14985,63362,10150784,224
1378513,52,51,14985,63362,10162669,224
1378601,33,32,15620,24145,16394893,236
1378612,52,53,14985,63362,10161338,224
1378618,53,51,14985,63362,10161993,224
1378712,53,51,14985,63362,10160756,224
1378721,12,11,23253,29197,18004474,225
1378727,52,53,14985,63362,10152735,224
1378808,53,51,14985,63362,10168640,224
1378992,51,53,14985,63362,10157861,224
1379012,52,51,14985,63362,10169308,224
1379043,53,52,14985,63362,10162510,224
1379056,51,52,14985,63362,10160910,224
1379067,12,11,23253,29197,17997005,225
1379138,31,33,15620,24145,20844729,236
1379192,32,33,15620,24145,16370456,236
1379196,53,52,14985,63362,10158663,224
1379218,51,53,14985,63362,10162808,224
1379232,52,51,14985,63362,10160526,224
1379308,53,52,14985,63362,10159290,224
1379311,51,53,14985,63362,10162000,224
1379341,52,51,14985,63362,10153735,224
1379409,53,52,14985,63362,10157319,224
1379621,51,52,14985,63362,10157710,224
1379697,12,13,23253,29197,17975752,225
1379723,51,52,14985,63362,10165256,224
1379839,31,33,15620,24145,20843543,236
1379864,13,11,23253,29197,18065315,225
1379869,51,52,14985,63362,10152471,224
1380017,31,33,15620,24145,20834340,236
1380027,13,11,23253,29197,18024319,225
1380258,32,33,15620,24145,16370168,236
1380395,31,33,15620,24145,20821407,236
1380629,13,12,23253,29197,18050007,225
1380729,11,12,23253,29197,17941845,225
1380729,21,22,37333,3517,17363336,231
1380793,32,33,15620,24145,16382302,236
1380934,32,33,15620,24145,16383308,236
1381153,22,21,37333,3517,6833849,232
1381735,23,21,37333,3517,6840561,232
1381793,23,21,37333,3517,6838954,232
1381854,23,21,37333,3517,6842610,232
1381920,21,23,37333,3517,6841058,232
1381991,21,23,37333,3517,6829256,232
1382004,23,21,37333,3517,6830988,232
1382407,21,23,37333,3517,17383700,231
1383324,21,23,37333,3517,6837283,232
1383379,22,23,37333,3517,6833563,232
1383411,23,22,37333,3517,17379230,231
1383432,22,21,37333,3517,6842533,232
1383508,22,23,37333,3517,6833784,232
1383596,22,23,37333,3517,17387841,231
1383621,22,21,37333,3517,6837838,232
1383682,22,21,37333,3517,6832279,232
1383957,22,23,37333,3517,6827788,232
1383993,21,22,37333,3517,6838695,232
1384019,23,22,37333,3517,6845624,232
1384146,23,22,37333,3517,6840275,232
1384192,21,22,37333,3517,6833860,232
1384459,21,22,37333,3517,6835949,232
1384482,23,22,37333,3517,6833626,232
1387991,21,22,37333,3517,6835654,232
1388747,23,22,37333,3517,6839506,232
1389620,21,23,37333,3517,6831375,232
1389672,22,23,37333,3517,6832779,232
1398576,43,41,33056,36497,19578831,240
1398679,43,42,33056,36497,19589408,240
1398693,42,43,33056,36497,19622020,240
1398696,42,41,33056,36497,19591062,240
1398703,41,42,33056,36497,19498476,240
1398739,41,43,33056,36497,19520708,240
1398921,43,41,33056,36497,19620613,240
1398938,43,42,33056,36497,19573495,240
1399033,41,42,33056,36497,19511760,240
1399156,43,41,33056,36497,19590398,240
1399183,41,43,33056,36497,19514757,240
1399262,43,42,33056,36497,19583455,240
1399339,42,41,33056,36497,19598410,240
1399400,41,43,33056,36497,19494414,240
1399451,41,42,33056,36497,19493538,240
1399466,42,43,33056,36497,19637075,240
1399575,41,43,33056,36497,19472766,240
1399598,43,41,33056,36497,19581928,240
1399726,41,42,33056,36497,19520694,240
1399910,42,41,33056,36497,19593719,240
1400025,43,42,33056,36497,19600520,240
1400098,42,43,33056,36497,19603459,240
1400577,42,41,33056,36497,19616166,240
1400706,42,43,33056,36497,19604921,240
1401083,22,21,37333,3517,17355572,231
1401116,23,21,37333,3517,17351139,231
1401171,21,22,37333,3517,17376979,231
1401188,23,22,37333,3517,17372016,231
1401436,21,22,37333,3517,17373559,231
1401590,22,21,37333,3517,17396908,231
1401614,23,21,37333,3517,17356429,231
1401665,23,22,37333,3517,17369903,231
1401889,21,22,37333,3517,17360518,231
1402119,23,21,37333,3517,17362534,231
1402224,23,22,37333,3517,17342167,231
1402251,22,21,37333,3517,17390771,231
1402484,22,21,37333,3517,17386723,231
1402883,21,23,37333,3517,17364537,231
1402948,22,23,37333,3517,17369112,231
1403038,23,21,37333,3517,17354013,231
1403363,22,23,37333,3517,17376361,231
1403649,21,23,37333,3517,17373948,231
1403843,22,23,37333,3517,17371054,231
1403990,13,11,23253,29197,17109608,226
1403991,13,12,23253,29197,17121241,226
1403999,11,12,23253,29197,18531450,226
1404038,12,11,23253,29197,15691938,226
1404047,21,23,37333,3517,17355511,231
1404123,11,13,23253,29197,18571983,226
1404127,13,12,23253,29197,17109674,226
1404140,12,13,23253,29197,15689580,226
1404251,11,13,23253,29197,18525649,226
1404276,12,11,23253,29197,15678948,226
1404379,13,12,23253,29197,17118898,226
1404497,13,11,23253,29197,17127214,226
1404516,12,11,23253,29197,15694204,226
1404566,13,11,23253,29197,17128339,226
1404642,11,13,23253,29197,18567477,226
1404714,12,13,23253,29197,15687879,226
1404808,11,12,23253,29197,18555300,226
1404871,12,11,23253,29197,15687212,226
1405060,13,12,23253,29197,17149067,226
1405082,12,13,23253,29197,15684719,226
1405261,12,13,23253,29197,15691110,226
1405335,11,13,23253,29197,18559899,226
1405361,13,11,23253,29197,17123797,226
1405575,11,12,23253,29197,18553035,226
1405768,11,12,23253,29197,18544778,226
1407869,22,21,37333,3517,6845769,232
1407932,22,21,37333,3517,6829646,232
1408191,22,21,37333,3517,6835290,232
1408846,22,21,37333,3517,6833456,232
1409438,21,22,37333,3517,17382497,231
1409851,23,21,37333,3517,6839553,232
1409906,23,22,37333,3517,17368472,231
1409926,21,22,37333,3517,6840872,232
1409929,23,21,37333,3517,6831109,232
1410009,21,22,37333,3517,6829348,232
1410017,23,21,37333,3517,6839665,232
1410086,23,21,37333,3517,6846964,232
1410238,23,22,37333,3517,6835712,232
1410310,21,23,37333,3517,6833013,232
1410497,22,23,37333,3517,6837719,232
1410530,21,22,37333,3517,6832311,232
1410596,23,22,37333,3517,6839959,232
1410692,23,22,37333,3517,6833897,232
1410881,13,11,23253,29197,17119111,226
1410945,12,11,23253,29197,15694204,226
1410952,22,23,37333,3517,6838111,232
1411165,21,23,37333,3517,6838317,232
1411211,22,23,37333,3517,17368045,231
1411410,13,11,23253,29197,17123797,226
1411439,21,23,37333,3517,17360611,231
1411509,12,11,23253,29197,15687212,226
1411721,13,11,23253,29197,17109608,226
1412018,13,11,23253,29197,17136442,226
1412136,22,23,37333,3517,6832018,232
1412141,21,23,37333,3517,6825354,232
1413477,12,11,23253,29197,15691938,226
1413752,23,22,37333,3517,6838438,232
1413874,12,11,23253,29197,15678948,226
1414720,43,42,33056,36497,19582342,240
1414725,41,42,33056,36497,19533868,240
1415050,21,22,37333,3517,6838413,232
1415165,41,42,33056,36497,19503812,240
1415374,41,42,33056,36497,19519508,240
1415598,43,42,33056,36497,19623805,240
1415659,42,43,33056,36497,19630482,240
1415663,41,43,33056,36497,19509891,240
1415951,41,43,33056,36497,19527459,240
1417730,21,23,37333,3517,6840812,232
1417875,22,23,37333,3517,6833417,232
1423303,12,13,23253,29197,15691797,226
1423493,42,43,33056,36497,19603271,240
1423516,43,42,33056,36497,19586490,240
1423652,12,13,23253,29197,15675256,226
1424089,12,13,23253,29197,15674309,226
1424238,12,13,23253,29197,15693860,226
1424462,31,32,15620,24145,7018142,237
1424478,32,33,15620,24145,7026773,237
1424478,33,31,15620,24145,7013932,237
1424482,33,32,15620,24145,7027411,237
1424484,31,33,15620,24145,7025922,237
1424486,32,31,15620,24145,7015049,237
1424572,31,32,15620,24145,7015366,237
1424616,32,31,15620,24145,16378676,236
1424647,31,32,15620,24145,7025958,237
1424724,13,12,23253,29197,17142212,226
1424736,31,33,15620,24145,7024966,237
1424746,33,31,15620,24145,16368205,236
1424797,31,33,15620,24145,7021757,237
1424861,31,33,15620,24145,7017973,237
1424889,32,33,15620,24145,7025503,237
1424895,33,31,15620,24145,7024963,237
1424948,33,32,15620,24145,7023611,237
1425020,33,32,15620,24145,7020527,237
1425082,11,12,23253,29197,18548047,226
1425095,31,32,15620,24145,20843332,236
1425114,32,33,15620,24145,7010151,237
1425177,33,32,15620,24145,16372178,236
1425181,33,31,15620,24145,7024249,237
1425204,32,31,15620,24145,7016679,237
1425214,32,33,15620,24145,7016304,237
1425234,11,13,23253,29197,18531146,226
1425328,11,12,23253,29197,18541106,226
1425345,32,31,15620,24145,7014733,237
1425423,11,13,23253,29197,18524922,226
1425504,13,12,23253,29197,17128422,226
1425674,13,12,23253,29197,17103549,226
1425778,11,13,23253,29197,18547009,226
1425965,11,12,23253,29197,18554672,226
1426196,13,12,23253,29197,17105591,226
1426393,11,13,23253,29197,18518497,226
1426985,11,12,23253,29197,18557476,226
1428988,41,42,33056,36497,19519355,240
1429060,43,42,33056,36497,19597538,240
1429504,11,13,23253,29197,18531146,226
1429513,43,42,33056,36497,19583653,240
1429538,41,42,33056,36497,19502590,240
1429663,11,13,23253,29197,18524922,226
1429983,12,13,23253,29197,15691797,226
1430117,12,13,23253,29197,15675256,226
1430345,12,13,23253,29197,15674309,226
1430371,11,13,23253,29197,18547009,226
1430433,41,43,33056,36497,19521263,240
1430815,12,13,23253,29197,15693860,226
1430858,11,13,23253,29197,18518497,226
1430924,31,32,15620,24145,7018491,237
1431081,43,41,33056,36497,19554198,240
1431315,43,41,33056,36497,19607014,240
1431556,43,41,33056,36497,19589655,240
1431734,43,41,33056,36497,19592882,240
1431920,32,31,15620,24145,7022003,237
1432281,13,12,23253,29197,17128422,226
1432307,11,12,23253,29197,18541106,226
1432361,13,11,23253,29197,17109202,226
1432508,12,11,23253,29197,15699843,226
1432626,11,12,23253,29197,18548047,226
1432673,42,43,33056,36497,19602676,240
1432832,13,11,23253,29197,17119601,226
1432854,11,12,23253,29197,18554672,226
1432872,12,11,23253,29197,15687682,226
1432930,42,41,33056,36497,19597912,240
1433109,13,12,23253,29197,17142212,226
1433359,11,12,23253,29197,18557476,226
1433366,42,41,33056,36497,19608025,240
1433416,33,31,15620,24145,7016866,237
1433456,12,11,23253,29197,15696816,226
1433601,12,11,23253,29197,15672476,226
1433619,13,12,23253,29197,17103549,226
1433635,13,11,23253,29197,17117702,226
1433732,42,41,33056,36497,19578944,240
1433897,13,12,23253,29197,17105591,226
1434090,13,11,23253,29197,17132100,226
1434262,42,41,33056,36497,19585426,240
1434298,21,23,37333,3517,10429923,233
1434322,21,22,37333,3517,10425220,233
1434324,22,21,37333,3517,10419099,233
1434326,23,21,37333,3517,10430188,233
1434327,22,23,37333,3517,10443286,233
1434348,23,22,37333,3517,10437926,233
1434453,21,23,37333,3517,10423435,233
1434460,23,21,37333,3517,10435216,233
1434687,22,23,37333,3517,10430051,233
1434709,21,22,37333,3517,10430114,233
1434739,23,21,37333,3517,10424775,233
1434842,21,22,37333,3517,10436036,233
1434853,22,21,37333,3517,10454283,233
1434938,21,22,37333,3517,10432435,233
1434939,22,23,37333,3517,10441385,233
1434948,22,21,37333,3517,10424831,233
1435011,21,23,37333,3517,10436310,233
1435019,23,21,37333,3517,10434091,233
1435025,33,32,15620,24145,7024191,237
1435081,23,22,37333,3517,10446696,233
1435104,22,21,37333,3517,10433106,233
1435179,22,23,37333,3517,10418713,233
1435194,23,22,37333,3517,10423959,233
1435243,21,23,37333,3517,10437223,233
1435730,23,22,37333,3517,10440303,233
1439018,32,31,15620,24145,16395543,236
1439044,33,31,15620,24145,16385123,236
1439424,32,31,15620,24145,16364619,236
1439578,33,31,15620,24145,16366002,236
1439917,32,31,15620,24145,16369014,236
1440216,33,31,15620,24145,16392350,236
1440354,32,33,15620,24145,16382230,236
1440507,32,33,15620,24145,16373488,236
1440528,31,33,15620,24145,20828081,236
1440914,31,33,15620,24145,20856317,236
1440974,32,33,15620,24145,16348996,236
1441119,31,33,15620,24145,20869741,236
1441589,31,33,15620,24145,20851216,236
1441948,32,33,15620,24145,16356868,236
1441963,43,42,33056,36497,19585507,240
1442610,33,32,15620,24145,16375828,236
1442816,31,32,15620,24145,20824597,236
1443039,42,43,33056,36497,19602921,240
1443302,33,32,15620,24145,16381338,236
1445273,33,32,15620,24145,16360225,236
1445798,31,32,15620,24145,20830849,236
1446004,31,32,15620,24145,20848226,236
1446162,42,43,33056,36497,19631520,240
1446454,33,31,15620,24145,7026089,237
1446498,32,31,15620,24145,7017628,237
1446608,32,31,15620,24145,7019530,237
1446734,31,33,15620,24145,7020164,237
1446757,32,33,15620,24145,7020584,237
1447179,33,31,15620,24145,7019014,237
1447286,31,33,15620,24145,7024109,237
1447375,33,31,15620,24145,7021715,237
1448118,23,22,37333,3517,17352911,231
1448121,41,42,33056,36497,19511323,240
1448147,21,22,37333,3517,17356379,231
1448193,41,43,33056,36497,19506900,240
1448320,23,22,37333,3517,17368099,231
1448669,23,22,37333,3517,17374340,231
1448779,21,22,37333,3517,17379780,231
1449026,21,22,37333,3517,17360917,231
1449116,42,41,33056,36497,19622155,240
1449187,23,22,37333,3517,17356258,231
1449262,33,31,15620,24145,16383703,236
1449284,42,41,33056,36497,19566280,240
1449460,21,22,37333,3517,17379182,231
1449490,23,21,37333,3517,17375847,231
1449503,22,21,37333,3517,17361876,231
1449979,22,21,37333,3517,17346759,231
1450350,21,23,37333,3517,17373290,231
1450379,22,21,37333,3517,17349725,231
1450444,23,21,37333,3517,17366363,231
1450503,31,33,15620,24145,7013689,237
1450591,32,31,15620,24145,7022521,237
1450613,21,23,37333,3517,17363336,231
1450628,22,21,37333,3517,17357330,231
1450638,22,23,37333,3517,17374326,231
1450663,32,31,15620,24145,16342069,236
1450767,32,33,15620,24145,7019941,237
1450854,32,33,15620,24145,7020444,237
1450993,12,11,23253,29197,15717984,226
1451011,23,21,37333,3517,17372343,231
1451101,21,23,37333,3517,17383700,231
1451143,31,32,15620,24145,20852401,236
1451183,23,21,37333,3517,17371912,231
1451207,22,23,37333,3517,17384329,231
1451220,12,11,23253,29197,15697670,226
1451361,31,32,15620,24145,7024445,237
1451425,12,11,23253,29197,15701657,226
1451590,22,23,37333,3517,17387841,231
1451594,13,11,23253,29197,17116203,226
1451729,21,23,37333,3517,17370740,231
1451788,13,11,23253,29197,17116862,226
1452161,13,11,23253,29197,17110418,226
1453244,33,32,15620,24145,16368196,236
1453376,33,32,15620,24145,7020999,237
1453417,13,11,23253,29197,17120299,226
1453447,32,33,15620,24145,7028079,237
1453453,33,32,15620,24145,7025810,237
1453479,12,11,23253,29197,15702624,226
1453671,33,32,15620,24145,7019601,237
1453888,22,23,37333,3517,17355572,231
1454184,31,32,15620,24145,7023158,237
1454192,31,33,15620,24145,7030390,237
1454266,31,32,15620,24145,7023290,237
1455216,43,41,33056,36497,19582447,240
1455219,41,43,33056,36497,19504752,240
1455420,43,41,33056,36497,19590909,240
1455430,21,22,37333,3517,10441065,233
1455521,21,22,37333,3517,10429932,233
1455620,21,22,37333,3517,10437561,233
1456036,22,21,37333,3517,10439668,233
1456208,22,21,37333,3517,10432099,233
1456232,23,22,37333,3517,10429834,233
1456244,23,21,37333,3517,10440867,233
1456365,23,22,37333,3517,10432368,233
1456460,22,21,37333,3517,10438488,233
1456497,23,22,37333,3517,10437059,233
1456683,33,32,15620,24145,7023082,237
1456741,23,21,37333,3517,10431854,233
1456781,22,21,37333,3517,10431329,233
1456797,31,32,15620,24145,7018852,237
1456926,22,23,37333,3517,10435488,233
1456930,21,23,37333,3517,10437975,233
1456935,41,43,33056,36497,19511733,240
1457000,23,21,37333,3517,10440468,233
1457097,23,21,37333,3517,10422711,233
1457162,21,23,37333,3517,10435466,233
1457173,22,23,37333,3517,10425035,233
1457213,42,43,33056,36497,19650594,240
1457234,32,31,15620,24145,7021182,237
1457247,33,31,15620,24145,7024725,237
1457286,23,22,37333,3517,10436559,233
1457362,22,23,37333,3517,10434738,233
1457371,21,22,37333,3517,10432995,233
1457635,21,23,37333,3517,10430673,233
1457691,22,23,37333,3517,10443025,233
1457903,21,23,37333,3517,10431365,233
1458986,12,11,23253,29197,15697670,226
1459123,12,11,23253,29197,15701657,226
1459415,43,42,33056,36497,19579282,240
1459446,41,42,33056,36497,19512477,240
1459657,43,42,33056,36497,19590194,240
1460089,13,11,23253,29197,17116862,226
1460112,41,42,33056,36497,19483466,240
1460406,13,11,23253,29197,17110418,226
1460838,42,43,33056,36497,19636063,240
1460839,41,43,33056,36497,19495716,240
1462531,32,31,15620,24145,16365662,236
1462724,33,31,15620,24145,16383005,236
1463346,32,31,15620,24145,16373814,236
1463627,33,31,15620,24145,16377196,236
1464912,32,31,15620,24145,16373373,236
1464939,33,31,15620,24145,16390534,236
1465461,12,13,23253,29197,15689076,226
1465537,11,13,23253,29197,18556325,226
1465809,13,12,23253,29197,17102671,226
1465841,11,12,23253,29197,18562126,226
1466000,13,12,23253,29197,17131689,226
1466069,12,13,23253,29197,15702399,226
1466179,11,13,23253,29197,18547888,226
1466446,11,13,23253,29197,18535959,226
1466643,13,12,23253,29197,17124970,226
1466664,11,13,23253,29197,18585167,226
1466833,12,13,23253,29197,15675576,226
1467040,13,12,23253,29197,17110412,226
1467043,11,12,23253,29197,18551277,226
1467468,12,13,23253,29197,15691514,226
1467774,11,12,23253,29197,18540288,226
1468245,11,12,23253,29197,18525111,226
1468729,31,33,15620,24145,20839588,236
1468731,32,33,15620,24145,16365129,236
1469567,42,43,33056,36497,19567620,240
1469645,41,43,33056,36497,19528035,240
1469760,32,31,15620,24145,7016045,237
1469773,33,31,15620,24145,7024539,237
1470005,31,32,15620,24145,20827394,236
1470052,33,32,15620,24145,16360374,236
1470373,32,31,15620,24145,7023400,237
1470376,33,31,15620,24145,7030679,237
1470448,31,33,15620,24145,20824070,236
1470458,32,33,15620,24145,16390496,236
1470755,42,41,33056,36497,19595602,240
1471054,43,41,33056,36497,19581977,240
1471273,31,32,15620,24145,20809228,236
1471366,42,41,33056,36497,19634241,240
1471433,33,32,15620,24145,16358904,236
1471743,43,41,33056,36497,19587600,240
1472010,33,32,15620,24145,16394893,236
1472067,32,31,15620,24145,7016018,237
1472099,33,31,15620,24145,7026856,237
1472237,33,31,15620,24145,16377750,236
1472249,32,31,15620,24145,16370456,236
1472338,13,12,23253,29197,17131689,226
1472517,31,32,15620,24145,20828552,236
1472897,31,33,15620,24145,20843543,236
1472900,32,33,15620,24145,16370168,236
1473005,33,32,15620,24145,16373632,236
1473337,11,13,23253,29197,18556325,226
1473380,31,32,15620,24145,20834340,236
1473710,11,13,23253,29197,18535959,226
1473760,32,33,15620,24145,7026384,237
1473840,31,33,15620,24145,7020109,237
1473956,11,13,23253,29197,18547888,226
1474322,11,13,23253,29197,18585167,226
1474448,11,12,23253,29197,18551277,226
1474496,13,12,23253,29197,17102671,226
1474663,12,13,23253,29197,15689076,226
1474712,11,12,23253,29197,18562126,226
1475018,12,13,23253,29197,15675576,226
1475281,12,13,23253,29197,15702399,226
1475296,21,22,37333,3517,17376979,231
1475414,23,21,37333,3517,17369903,231
1475707,12,13,23253,29197,15691514,226
1475753,23,22,37333,3517,17372016,231
1475936,23,22,37333,3517,17390558,231
1475977,22,21,37333,3517,17376199,231
1476132,21,22,37333,3517,17354318,231
1476197,23,21,37333,3517,17356698,231
1476410,23,21,37333,3517,17356429,231
1476475,23,22,37333,3517,17362534,231
1476502,32,33,15620,24145,16383308,236
1476530,21,22,37333,3517,17366591,231
1476775,21,23,37333,3517,17364587,231
1476959,31,33,15620,24145,20821407,236
1476972,22,23,37333,3517,17386723,231
1477072,23,22,37333,3517,17365333,231
1477190,21,23,37333,3517,17364537,231
1477236,21,22,37333,3517,17373948,231
1477380,31,33,15620,24145,7013346,237
1477444,22,23,37333,3517,17369112,231
1477448,22,21,37333,3517,17362974,231
1477451,32,33,15620,24145,7020311,237
1477464,23,21,37333,3517,17368472,231
1477681,31,32,15620,24145,7022899,237
1477694,33,32,15620,24145,7019205,237
1477976,22,23,37333,3517,17377835,231
1478081,21,23,37333,3517,17374339,231
1478158,22,21,37333,3517,17396908,231
1478318,22,21,37333,3517,17380135,231
1479014,31,32,15620,24145,7021038,237
1479026,33,32,15620,24145,7024896,237
1479070,22,23,37333,3517,17368045,231
1479092,21,23,37333,3517,17360611,231
1479626,31,32,15620,24145,7017886,237
1479719,33,31,15620,24145,7016436,237
1479753,33,32,15620,24145,7022475,237
1479999,32,31,15620,24145,7017472,237
1480084,31,33,15620,24145,7020097,237
1480128,32,33,15620,24145,7022749,237
1480527,33,32,15620,24145,7019667,237
1480636,31,32,15620,24145,7016514,237
1482091,32,33,15620,24145,7017692,237
1482232,31,33,15620,24145,7019000,237
1482430,23,21,37333,3517,10442903,233
1482536,23,22,37333,3517,10438705,233
1482627,23,22,37333,3517,10421639,233
1482669,22,21,37333,3517,10434057,233
1482673,21,22,37333,3517,10436880,233
1482764,21,22,37333,3517,10427642,233
1483446,22,21,37333,3517,10429507,233
1483495,23,21,37333,3517,10433514,233
1483509,23,22,37333,3517,10434509,233
1483516,21,22,37333,3517,10430392,233
1483575,21,23,37333,3517,10427494,233
1483576,22,23,37333,3517,10430709,233
1483693,22,23,37333,3517,10432296,233
1483825,23,21,37333,3517,10438396,233
1483978,22,21,37333,3517,10426443,233
1483996,22,23,37333,3517,10440430,233
1484031,21,23,37333,3517,10429738,233
1484167,21,23,37333,3517,10424795,233
1484473,21,22,37333,3517,10447586,233
1484494,22,21,37333,3517,10434369,233
1484557,23,22,37333,3517,10429633,233
1484559,23,21,37333,3517,10437254,233
1485641,21,23,37333,3517,10441631,233
1485688,22,23,37333,3517,10427399,233
1495985,43,42,33056,36497,18616168,241
1496007,41,42,33056,36497,18612524,241
1496026,42,41,33056,36497,18617928,241
1496028,43,41,33056,36497,18627690,241
1496080,41,43,33056,36497,18607628,241
1496093,42,43,33056,36497,18612966,241
1496321,41,43,33056,36497,18627940,241
1496349,42,41,33056,36497,18616651,241
1496402,43,42,33056,36497,18652088,241
1496675,41,42,33056,36497,18622291,241
1496765,43,42,33056,36497,18602141,241
1496824,43,41,33056,36497,18627281,241
1496842,42,43,33056,36497,18609262,241
1496855,41,43,33056,36497,18588414,241
1496878,42,41,33056,36497,18605534,241
1496998,42,41,33056,36497,18628246,241
1497037,41,42,33056,36497,18608351,241
1497053,43,42,33056,36497,18602264,241
1497115,41,43,33056,36497,18614505,241
1497284,43,41,33056,36497,18604607,241
1497601,42,43,33056,36497,18610245,241
1497619,31,33,15620,24145,10704062,238
1497620,31,32,15620,24145,10715916,238
1497626,41,42,33056,36497,18597866,241
1497634,33,32,15620,24145,10705778,238
1497645,32,33,15620,24145,10705321,238
1497647,32,31,15620,24145,10725470,238
1497749,32,31,15620,24145,16388764,236
1497976,43,41,33056,36497,18589824,241
1498034,31,32,15620,24145,10706902,238
1498058,42,43,33056,36497,18643721,241
1498062,33,31,15620,24145,10713298,238
1498079,33,32,15620,24145,10703143,238
1498120,31,33,15620,24145,10718768,238
1498192,32,31,15620,24145,10713586,238
1498208,32,33,15620,24145,10700446,238
1498231,33,32,15620,24145,10714739,238
1498262,31,33,15620,24145,10711769,238
1498337,31,32,15620,24145,10723900,238
1498357,32,31,15620,24145,10706642,238
1498471,31,32,15620,24145,10712627,238
1498705,33,31,15620,24145,16372178,236
1498736,32,33,15620,24145,10721896,238
1498746,33,32,15620,24145,10705943,238
1498844,32,33,15620,24145,10706527,238
1499714,31,33,15620,24145,10720250,238
1499811,33,31,15620,24145,10716414,238
1500034,33,31,15620,24145,10719769,238
1503979,33,31,15620,24145,10710466,238
1505178,21,22,37333,3517,10435504,234
1505183,23,22,37333,3517,10433494,234
1505184,22,21,37333,3517,10427807,234
1505202,23,21,37333,3517,10434500,234
1505206,21,23,37333,3517,10437518,234
1505209,22,23,37333,3517,10434347,234
1505304,21,23,37333,3517,10437629,234
1505384,23,21,37333,3517,10441445,234
1505397,21,23,37333,3517,10435726,234
1505686,22,21,37333,3517,10452682,234
1505733,21,22,37333,3517,10422639,234
1505804,22,21,37333,3517,10429367,234
1505811,23,21,37333,3517,10433536,234
1505820,22,23,37333,3517,10433641,234
1505854,21,23,37333,3517,10437580,234
1505863,23,22,37333,3517,10432010,234
1505955,22,21,37333,3517,10431436,234
1505986,21,22,37333,3517,10441511,234
1506087,23,21,37333,3517,10435145,234
1506090,22,23,37333,3517,10435871,234
1506124,23,22,37333,3517,10447720,234
1506289,21,22,37333,3517,10440597,234
1506355,22,23,37333,3517,10435336,234
1506355,23,22,37333,3517,10446502,234
1507346,22,21,37333,3517,10451237,234
1507377,23,21,37333,3517,10438510,234
1507516,21,23,37333,3517,10427032,234
1507525,22,23,37333,3517,10443005,234
1507546,32,31,15620,24145,10719960,238
1507640,21,22,37333,3517,10428300,234
1507660,23,22,37333,3517,10433700,234
1507671,21,23,37333,3517,10442792,234
1507685,22,21,37333,3517,10432565,234
1507755,23,21,37333,3517,10437636,234
1507813,22,23,37333,3517,10428012,234
1507816,23,22,37333,3517,10439882,234
1507840,22,21,37333,3517,10435751,234
1507945,21,22,37333,3517,10442700,234
1508021,22,23,37333,3517,10428425,234
1508025,21,23,37333,3517,10437102,234
1508052,23,21,37333,3517,10437492,234
1508071,22,21,37333,3517,10448821,234
1508071,23,22,37333,3517,10443293,234
1508108,21,22,37333,3517,10435892,234
1508170,22,23,37333,3517,10444828,234
1508203,23,21,37333,3517,10439842,234
1508287,21,23,37333,3517,10430645,234
1508354,21,22,37333,3517,10436233,234
